aValue,bValue,frequencykHz,Rs,Xc,Species,Type,Condition,Goat_Weight_kg,Meat_Yield_pct
151.0772883,29.95321131,50,146.0077949,34.80718336,Goat,Carcass,H,40.5,51.2
145.8333755,35.58343488,50,153.9830574,33.7234567,Goat,Carcass,P,25,43.6
167.9295911,32.23685378,50,169.7799908,33.01578908,Goat,Carcass,H,25.2,48.7
549.1079772,71.58748169,50,562.3315057,71.50136839,Goat,Carcass,H,47.6,52.2
99.48570697,48.74807946,50,110.1595348,56.12966297,Goat,Carcass,P,30.3,42.8
149.7208559,39.65744056,50,149.7024472,38.35733267,Goat,Carcass,H,30.3,49.8
163.1999026,31.91025445,50,177.2095155,33.55967125,Goat,Carcass,P,27.7,46.6
160.8485113,36.70333789,50,153.6886272,37.60175502,Goat,Carcass,P,36.8,48.8
152.4652368,27.68549828,50,159.7880927,35.91629047,Goat,Carcass,H,29.9,47.7
146.1739119,24.17967783,50,150.8809647,26.35791836,Goat,Carcass,P,25,45.6
184.4027916,44.70354827,50,191.7492546,41.89182289,Goat,Carcass,P,37.3,45.7
157.4525134,36.7225047,50,162.7171575,38.98751777,Goat,Carcass,P,31.3,43.7
215.1432104,44.72758481,50,201.6623451,43.20435468,Goat,Carcass,P,37.5,42.6
147.8193958,25.28182497,50,157.637434,25.10033189,Goat,Carcass,P,32.9,44.9
212.313824,41.00016888,50,193.8462309,36.86485243,Goat,Carcass,P,43.7,48.9
137.5034637,31.89331308,50,152.3246525,31.52358164,Goat,Carcass,P,28.2,44.8
154.5608422,32.90356424,50,141.0357307,38.37881114,Goat,Carcass,P,29.9,42.5
202.698031,41.96726636,50,188.1707187,40.17890771,Goat,Carcass,P,35.1,44.2
147.9428874,34.4232188,50,136.629655,39.19173282,Goat,Carcass,H,28.1,46.8
117.3687256,29.05889518,50,134.7662103,30.43696594,Goat,Carcass,H,33.1,49.1
163.6506272,35.20209268,50,182.9897767,32.54427743,Goat,Carcass,P,25,45.9
167.421955,40.60494077,50,190.6206662,42.15572286,Goat,Carcass,P,30.4,43.2
172.4770845,31.47262689,50,143.2346183,36.62076654,Goat,Carcass,P,29.7,40
149.0989944,32.02643105,50,155.7005816,31.00084736,Goat,Carcass,H,29.3,49.9
218.0998514,45.98310349,50,224.1951736,48.41771042,Goat,Carcass,P,27.9,43.9
141.0935447,24.70966954,50,125.5339623,26.4833476,Goat,Carcass,H,34,47.5
162.7936475,41.77699254,50,173.829021,36.08590864,Goat,Carcass,P,28,42.9
185.8155217,50.60206946,50,198.8309352,50.10012148,Goat,Carcass,P,32.2,45.4
186.9843478,37.22587754,50,175.1869012,35.7057568,Goat,Carcass,P,30.8,43.7
140.4850184,32.39754691,50,121.420961,29.56444283,Goat,Carcass,H,31.8,50.8
144.3480546,32.95885813,50,159.7673634,35.13283912,Goat,Carcass,P,37.1,46.2
147.8895435,37.80631379,50,166.0196386,40.24112892,Goat,Carcass,H,31,48.8
188.4496096,39.03590235,50,172.7317956,41.1639818,Goat,Carcass,P,35.2,43.4
195.8147361,46.80816507,50,193.8515495,46.30353598,Goat,Carcass,P,32.1,44.8
190.9766026,49.75085738,50,194.0790738,47.24788901,Goat,Carcass,P,28.7,44.3
175.9531088,36.32314878,50,204.0898465,39.74400471,Goat,Carcass,P,30.5,41.2
142.0351289,27.38483539,50,148.215434,25.63268388,Goat,Carcass,P,28.4,48.1
150.9223758,35.15755107,50,167.6454418,31.1472221,Goat,Carcass,H,33.1,50.9
137.5436808,28.98036637,50,120.8625005,30.84646903,Goat,Carcass,H,29.8,48
153.088833,34.3930959,50,162.9808571,37.60176238,Goat,Carcass,P,26.2,40.5
168.0011234,34.26816872,50,147.3657534,32.57615317,Goat,Carcass,P,29.1,43.9
149.9779238,36.78000528,50,163.031111,34.56776747,Goat,Carcass,P,25,43.2
141.9929436,31.36555197,50,140.9827273,29.63537358,Goat,Carcass,P,28.7,44.1
206.7699903,40.60515611,50,210.7706154,41.44510157,Goat,Carcass,P,31.9,40.4
197.1691275,42.78373339,50,177.6582513,44.6432641,Goat,Carcass,P,40.2,43.5
145.3374106,30.0202172,50,168.5968349,32.97544086,Goat,Carcass,H,36.8,48.6
151.4086669,33.01072147,50,153.9230723,29.22626206,Goat,Carcass,P,25,43.9
203.8796321,42.7342217,50,195.6665906,42.24896034,Goat,Carcass,P,32.6,44.1
190.0400954,32.98523965,50,188.6891197,32.44652763,Goat,Carcass,H,32.4,49.7
120.6214543,25.54944224,50,137.7976109,27.91385298,Goat,Carcass,H,28,52.2
141.5647201,30.27876567,50,134.5116231,29.35073165,Goat,Carcass,H,28.7,48.1
163.9248156,37.44666824,50,169.1555223,32.08913007,Goat,Carcass,P,28.7,42.6
179.8832923,37.61033693,50,209.1559368,43.94656865,Goat,Carcass,P,40.7,41.3
144.4287908,32.09206527,50,135.898452,34.33124654,Goat,Carcass,H,27.5,48.1
157.0546011,31.85348657,50,178.7301464,33.55307932,Goat,Carcass,P,32.2,41.7
164.6961031,35.28484409,50,156.9564099,38.21598,Goat,Carcass,P,25,46.2
148.3855905,29.89636483,50,131.5560913,31.51121706,Goat,Carcass,H,33.7,48.9
168.6230178,44.27447177,50,162.8369298,38.46508635,Goat,Carcass,P,36.4,46.2
134.8052997,31.57598176,50,134.7095943,31.23563771,Goat,Carcass,H,25,52
93.81421389,52.0237226,50,66.94339478,52.31917311,Goat,Carcass,P,25,41.5
133.9972219,31.57035654,50,135.7405581,34.01472132,Goat,Carcass,H,31.6,48.4
166.0381851,27.15736226,50,157.3029784,28.66868923,Goat,Carcass,H,30.5,52
184.098268,41.04525098,50,173.9790164,39.90416803,Goat,Carcass,P,33.2,44.8
138.0560503,28.82954262,50,155.6711513,28.56735069,Goat,Carcass,P,28.4,45.4
185.1849081,38.03971065,50,192.755967,40.14600888,Goat,Carcass,P,40.5,46.7
172.8437178,33.08448277,50,151.4782276,31.86609458,Goat,Carcass,P,27.1,46.1
188.3954512,44.917141,50,186.662831,39.56250512,Goat,Carcass,P,44.6,45.4
166.8265139,26.75960099,50,153.6425762,31.47285526,Goat,Carcass,P,36.5,47.1
1368.731194,308.2710628,50,1374.751079,306.0370342,Goat,Carcass,H,74.1,59.2
154.9871406,30.66649661,50,144.809627,30.98964852,Goat,Carcass,P,25,45.2
213.5437301,35.51662249,50,190.2889122,36.6393863,Goat,Carcass,P,36.3,44.3
68.15348045,30.85627795,50,78.48018261,37.34977945,Goat,Carcass,H,30.2,50.5
130.5324947,26.36025998,50,138.3117489,28.88616184,Goat,Carcass,H,25,47.8
156.1976546,31.953105,50,140.0406133,32.46053703,Goat,Carcass,H,25,45.8
154.5187124,34.84317124,50,168.9426624,35.20355638,Goat,Carcass,P,32.1,45.7
141.7875971,38.50693472,50,147.868807,36.02041442,Goat,Carcass,H,29,47.2
205.9897362,43.69229195,50,209.6411011,43.92747959,Goat,Carcass,P,29.2,42.5
166.7507748,33.36300754,50,170.9421138,36.15998102,Goat,Carcass,P,35.9,47
132.2495377,36.0169081,50,131.9479372,39.29175949,Goat,Carcass,H,25,50.9
150.1542007,31.07998811,50,142.2655933,31.66312822,Goat,Carcass,H,27.5,48.5
175.6141402,40.54920925,50,168.4227088,43.38672,Goat,Carcass,P,27.4,40
132.656914,25.1218906,50,158.3615433,29.69684722,Goat,Carcass,P,32.3,45.4
79.81863977,55.14532596,50,88.67458176,56.56190978,Goat,Carcass,P,25,44.8
146.4365974,28.52115646,50,147.1753876,33.2571559,Goat,Carcass,H,27.3,50.2
148.3434189,32.93018574,50,178.8392623,38.71961667,Goat,Carcass,P,25,45.4
135.6654309,29.70917872,50,137.0566794,28.25567001,Goat,Carcass,H,27.9,48.8
158.2185976,36.55797989,50,179.9231622,35.54079038,Goat,Carcass,H,34.1,48.7
153.901485,32.68396171,50,152.755425,35.89944454,Goat,Carcass,P,33.7,42
162.2162594,37.34714815,50,154.6220178,42.32950316,Goat,Carcass,P,26.5,42.8
164.7958516,41.20401606,50,163.2935133,37.16578942,Goat,Carcass,P,33,45
136.2734789,42.09946298,50,140.4449752,38.56448019,Goat,Carcass,H,28.5,49.8
1482.088819,331.4990174,50,1466.714673,331.1789735,Goat,Carcass,H,80.1,60
199.7300549,41.93638466,50,211.6901986,43.39576324,Goat,Carcass,P,31.1,42
211.2364534,48.46573084,50,219.2683671,42.69842628,Goat,Carcass,P,25,41.5
135.9770929,26.55865612,50,136.7621202,26.1691908,Goat,Carcass,H,34,48.4
142.542042,33.06338589,50,140.2621936,28.69092687,Goat,Carcass,H,27.4,47.1
170.7491161,33.94771051,50,161.0744565,37.34416796,Goat,Carcass,P,29.1,44.7
218.0615389,43.51226405,50,212.519842,49.38764555,Goat,Carcass,P,33.7,42.1
163.2177557,28.50974832,50,140.8097635,29.89447271,Goat,Carcass,H,25,51.5
135.8085714,35.0411838,50,142.2768703,36.24044617,Goat,Carcass,H,29.9,47.5
141.6570212,28.21534731,50,134.4631903,31.30949675,Goat,Carcass,H,32.2,52.3
164.6465371,30.31674692,50,165.8586011,30.72324376,Goat,Carcass,H,32.3,50.5
149.7268987,30.26664461,50,148.1583275,29.87109434,Goat,Carcass,P,26.9,42.1
145.2130771,28.71562479,50,139.2687465,29.93341279,Goat,Carcass,H,34.7,53.3
158.9208951,31.56303415,50,166.2844317,33.98768509,Goat,Carcass,P,25.3,44.9
112.7615552,25.22433005,50,141.2965946,26.77618105,Goat,Carcass,H,26,49.5
165.4480913,24.38402706,50,147.7444299,29.76570392,Goat,Carcass,H,29.5,49.1
183.9823171,44.58083161,50,209.5492697,46.20989045,Goat,Carcass,P,32.8,45.7
162.5404638,40.1978299,50,162.9597599,42.09026514,Goat,Carcass,P,28.7,45.3
177.2002409,35.61055142,50,173.4871594,35.79829423,Goat,Carcass,P,36.9,42.7
138.4099297,30.1260799,50,149.5960723,32.84672374,Goat,Carcass,P,31.2,43.8
140.8751078,32.58748026,50,154.2502161,33.78534246,Goat,Carcass,P,30.2,44.5
174.4135632,37.88118918,50,183.9485197,37.58452421,Goat,Carcass,P,32.2,45.7
161.3504741,26.29117139,50,151.717345,27.4869285,Goat,Carcass,H,33.9,50.5
154.2485304,36.76569676,50,144.8659424,34.70299732,Goat,Carcass,P,31.1,44.5
172.3521377,34.94679971,50,152.0463302,29.96562362,Goat,Carcass,P,25,43.2
146.7895665,33.25824789,50,138.332791,31.96837094,Goat,Carcass,H,35.1,47.9
165.0804379,33.55220941,50,152.2358421,37.49667887,Goat,Carcass,P,30.8,41.8
176.4938546,39.80672899,50,171.6142134,35.31018843,Goat,Carcass,H,34.2,50.6
83.0336939,36.82533841,50,59.6561079,39.0355985,Goat,Carcass,H,25.1,47.1
128.1579103,32.55524819,50,133.1979944,29.50274988,Goat,Carcass,H,25,48.7
138.7931392,26.78409428,50,140.4996168,25.58068246,Goat,Carcass,H,25,49.7
139.5928117,26.46695157,50,158.233509,31.89196807,Goat,Carcass,P,25.1,44.3
157.5691758,26.23791144,50,148.1083832,29.61481542,Goat,Carcass,P,32.7,44.2
196.1672774,38.2814858,50,186.4993099,35.95538633,Goat,Carcass,P,37.9,42.8
169.1630184,37.21678228,50,158.5039759,37.51099473,Goat,Carcass,P,31.9,44.8
183.1924321,38.02413522,50,201.6629604,39.63904621,Goat,Carcass,P,26,44.1
182.1063209,44.1794993,50,199.2104311,41.58792576,Goat,Carcass,P,27.3,44.5
123.6469604,30.23348183,50,154.6907069,37.76266262,Goat,Carcass,P,36.2,46.6
153.1005209,28.65874992,50,176.5744075,28.15053206,Goat,Carcass,H,25,50.6
194.8372312,48.84652082,50,189.0229118,49.62339552,Goat,Carcass,P,41.7,43.4
137.4806642,27.65828408,50,125.1668386,32.82874795,Goat,Carcass,H,38.7,48.7
160.2475078,35.45462901,50,145.7209118,35.23499248,Goat,Carcass,P,40.7,47.4
142.2330313,40.51752353,50,140.7485407,38.90408958,Goat,Carcass,H,31.5,48.5
133.3039238,35.33220469,50,168.716422,35.59618919,Goat,Carcass,H,28.1,49.5
187.549512,38.27933604,50,186.1159617,42.6794676,Goat,Carcass,P,32.9,45.8
151.6929743,24.24618424,50,142.181932,28.9114707,Goat,Carcass,P,34.4,44.6
154.1789754,35.10878941,50,143.7839031,32.45107406,Goat,Carcass,H,26.7,48.4
211.6609453,47.66784476,50,221.6939737,43.60794785,Goat,Carcass,P,26.6,43.4
159.6616966,31.74777709,50,159.2299949,32.25392155,Goat,Carcass,P,28.8,44.3
154.8596154,32.6774654,50,161.0201236,39.9231845,Goat,Carcass,P,26.3,45.6
157.8023097,29.89031296,50,136.7588204,30.39649896,Goat,Carcass,P,36.1,46.8
151.2319114,30.40607591,50,126.4232568,28.09658219,Goat,Carcass,H,26.6,46.1
178.2066074,52.30735283,50,213.655956,49.50591182,Goat,Carcass,P,31.8,48.3
153.8427895,26.08284395,50,159.0655659,30.02229905,Goat,Carcass,P,35.1,43.8
177.9952724,38.23532418,50,184.6714814,38.96254873,Goat,Carcass,P,37.3,46.4
177.1973068,42.85133385,50,200.1698791,41.28127444,Goat,Carcass,P,32.2,43.2
125.7186161,29.48235636,50,155.08787,31.09810561,Goat,Carcass,H,31.5,46.1
146.2607734,35.54514501,50,148.6313433,32.14479379,Goat,Carcass,P,25,41.6
160.8873325,32.54464541,50,141.8197546,31.65920846,Goat,Carcass,H,35.1,48.5
145.0296571,30.4195555,50,152.0295556,34.48501737,Goat,Carcass,P,36.2,45.3
139.0023106,29.30348037,50,148.0806326,25.99775846,Goat,Carcass,H,25,49.3
129.6449444,36.69372444,50,127.7537648,39.55023107,Goat,Carcass,H,37.9,48.5
154.7196057,27.73314629,50,121.7121043,28.03324463,Goat,Carcass,H,26.1,51.2
1588.257386,291.6918402,50,1575.329529,292.944503,Goat,Carcass,H,80.4,60
157.7369982,36.58591338,50,169.1227741,33.81019181,Goat,Carcass,P,30.7,45
153.8683111,27.67400878,50,141.983647,29.82054393,Goat,Carcass,H,29.6,55.4
144.3122474,38.56653767,50,174.0020751,37.15883115,Goat,Carcass,H,29.1,49.4
1108.587859,353.9612237,50,1103.508023,355.337532,Goat,Carcass,H,55.2,54.8
162.2163056,29.93898173,50,154.8211668,29.31142677,Goat,Carcass,H,32.9,50.3
152.2796612,31.33711668,50,134.255392,33.63824571,Goat,Carcass,H,28.3,50.5
144.2506878,31.57550817,50,136.9345687,34.68510392,Goat,Carcass,P,25,44.7
149.642721,33.35153844,50,156.1685838,32.71899996,Goat,Carcass,H,25,49.6
207.4703602,41.12976334,50,230.3798788,47.6481072,Goat,Carcass,P,25.7,47.9
0.778278928,2.046446424,50,9.70602536,0,Goat,Carcass,P,25,45.8
176.4579948,33.1252192,50,162.5980196,44.17567403,Goat,Carcass,P,33,44
161.9000638,31.46013428,50,140.7086417,29.41156485,Goat,Carcass,P,26.5,42.9
155.730252,39.03298726,50,143.7636766,37.2693267,Goat,Carcass,H,34.8,50
152.1801906,35.48098193,50,158.1060761,33.31834269,Goat,Carcass,H,29.5,48
160.2892388,25.90995185,50,158.3956276,28.22793596,Goat,Carcass,H,28.9,51.1
188.6909861,36.21635079,50,162.3424073,37.91892797,Goat,Carcass,P,30.9,45.2
155.0159095,30.36105007,50,145.0415301,30.16343052,Goat,Carcass,H,37,54.5
160.962124,39.44316955,50,172.2164652,41.82809997,Goat,Carcass,P,25,47.3
141.3917966,30.16426315,50,155.8571769,32.13296396,Goat,Carcass,P,38.1,42.1
186.1681152,38.96852961,50,181.6412212,41.34075422,Goat,Carcass,P,35.8,43.4
90.06832406,38.74116143,50,69.45239881,39.5434355,Goat,Carcass,H,27.3,44.6
144.7153134,33.3264083,50,150.7422927,33.09352862,Goat,Carcass,H,35.7,45
162.5523009,34.25019561,50,170.4525286,34.2675361,Goat,Carcass,P,28.9,44.7
182.4009065,40.53243441,50,167.3085379,39.62422086,Goat,Carcass,P,32.2,42
147.6949119,29.71093328,50,147.3939674,28.37974804,Goat,Carcass,H,27.2,52.5
162.9445979,27.39212102,50,154.4826771,29.40490965,Goat,Carcass,P,35.1,46.6
150.8762765,33.31750579,50,160.5111877,34.5598656,Goat,Carcass,P,26.5,43.8
179.4134655,48.73180453,50,188.4877289,52.43641891,Goat,Carcass,P,30.6,43.8
190.5272342,49.62361974,50,192.3915829,51.57595571,Goat,Carcass,P,34.6,47.5
222.1205388,45.14025335,50,212.9413243,43.06824153,Goat,Carcass,P,37.4,48.2
81.44020273,56.3730692,50,81.65916867,52.54679771,Goat,Carcass,P,25,41.5
142.8806045,31.90942185,50,153.3997221,31.22522581,Goat,Carcass,P,33.6,42.2
177.3168529,52.31860228,50,200.6922597,46.84250005,Goat,Carcass,P,26.2,44
233.9784039,42.56232694,50,238.2869135,46.14577477,Goat,Carcass,P,25,45.9
204.4700505,51.58431421,50,198.8535823,52.24337465,Goat,Carcass,P,27.8,43.5
196.8974811,39.85743166,50,169.3848407,40.16090015,Goat,Carcass,P,35.3,45.3
174.9267864,41.92540185,50,176.9298691,43.21034505,Goat,Carcass,P,30.7,48.3
153.9157906,30.71377908,50,145.9087617,29.60927268,Goat,Carcass,P,27.3,41.4
153.4937101,32.42493388,50,176.6376719,31.42665909,Goat,Carcass,P,30.7,43.6
135.3201316,32.51984079,50,152.0882616,30.31656792,Goat,Carcass,H,29.8,46.5
155.6141069,27.78097154,50,154.8171325,28.58013332,Goat,Carcass,H,33.3,47.6
153.0267877,22.36110166,50,133.4050425,20.47537062,Goat,Carcass,H,25,48.6
190.7024648,45.07255549,50,178.9074025,40.43434289,Goat,Carcass,P,30.6,43
149.2424025,33.43308944,50,154.0276016,36.5909618,Goat,Carcass,H,30.6,50.3
170.7749983,39.84602222,50,172.934031,34.95612031,Goat,Carcass,P,25,44.8
133.6306536,31.82507274,50,155.4167919,30.72224711,Goat,Carcass,H,25,49.9
168.4330113,33.63689488,50,162.1827284,31.07577628,Goat,Carcass,P,28.7,43.8
147.2188493,35.54843465,50,154.7692191,34.92114956,Goat,Carcass,H,30,48.8
196.1400615,40.56029434,50,216.4741496,37.81549408,Goat,Carcass,P,31.9,44.2
205.9346436,41.4408927,50,191.2557401,42.99047495,Goat,Carcass,P,28.8,44.1
141.9468998,27.34422248,50,121.5138619,34.19279876,Goat,Carcass,H,26.3,49.8
128.9690594,32.11724221,50,113.4884776,27.63072165,Goat,Carcass,H,27,45.1
164.1108062,27.47645021,50,179.1198889,22.86094655,Goat,Carcass,H,32.2,50.2
195.4210354,52.42061816,50,195.2137194,51.67968144,Goat,Carcass,P,37.5,42.8
90.08431071,52.2035697,50,97.63155976,52.53678498,Goat,Carcass,P,25,42.9
155.3892643,27.15570858,50,154.4349676,25.37973329,Goat,Carcass,H,33.3,46.2
182.177423,35.91610329,50,162.3563261,37.84157875,Goat,Carcass,P,30.1,43.6
147.886647,25.3115685,50,140.9262282,31.09372569,Goat,Carcass,P,32.4,44.7
150.9394161,33.61774257,50,163.8329109,32.40907241,Goat,Carcass,P,36.1,45.3
159.7038943,36.03137469,50,164.0011087,33.08812959,Goat,Carcass,P,26.5,42
149.2874425,32.78807604,50,142.4621428,25.21248158,Goat,Carcass,H,34.6,50
166.9302747,25.15200929,50,163.4818479,26.41575601,Goat,Carcass,H,25,51.7
198.7477753,49.62646474,50,188.6314753,50.62992196,Goat,Carcass,P,31.9,43.5
76.35838497,35.86182848,50,64.03681864,36.77197384,Goat,Carcass,H,25.9,48.3
168.8814689,38.43303481,50,147.1436936,33.37387744,Goat,Carcass,P,30.5,40.1
128.3984435,26.93092092,50,166.0464015,30.35152705,Goat,Carcass,H,25,47.6
154.336917,35.33820053,50,172.1626194,35.10146582,Goat,Carcass,H,32.5,50
180.9481135,42.30885819,50,184.7471542,40.47500635,Goat,Carcass,P,38.9,46.4
160.9682134,30.65224647,50,145.0801042,32.94313479,Goat,Carcass,P,25.2,43
132.9277115,33.7233688,50,143.0975477,35.43807382,Goat,Carcass,H,30.4,54.5
141.224134,28.75349115,50,141.6362753,29.39509131,Goat,Carcass,P,33.9,44.8
161.1150509,32.04612671,50,146.5410913,28.75691376,Goat,Carcass,H,28.6,46.7
154.706415,26.99995011,50,130.9605539,28.59277627,Goat,Carcass,H,36.6,51.7
108.3504109,27.93297237,50,141.6035713,22.11819775,Goat,Carcass,H,26.9,46.7
160.8550988,30.27213602,50,166.6240908,28.70161756,Goat,Carcass,H,29.8,50.1
166.8847475,39.89752629,50,171.0495651,41.6294007,Goat,Carcass,P,25.5,42.5
206.4931249,45.12231054,50,209.77072,45.90592706,Goat,Carcass,P,32.5,42
174.2617463,37.77798491,50,185.6842603,41.24986931,Goat,Carcass,P,30.9,46.5
186.6864865,38.67836975,50,185.1431623,41.31323383,Goat,Carcass,P,34.3,44
151.5243988,36.70143364,50,157.8163697,38.44819014,Goat,Carcass,P,26.8,47.7
148.073929,30.50224164,50,152.1220196,29.47693823,Goat,Carcass,P,26.5,42.2
123.5094262,19.4550041,50,133.0100377,23.70383687,Goat,Carcass,H,31.5,46
165.9983247,40.54395327,50,183.6069406,41.6756766,Goat,Carcass,P,37.6,43.5
170.9997891,33.53383284,50,156.2945883,36.06569607,Goat,Carcass,P,33.5,50.1
18.72285327,3.111722664,50,5.348282997,0.40268288,Goat,Carcass,H,34.7,49.7
191.6491595,44.31473494,50,171.3713908,42.31350886,Goat,Carcass,P,33.8,45.5
121.1953695,30.03989247,50,120.9843202,28.95650563,Goat,Carcass,H,31.5,50.2
154.066259,33.36979323,50,149.822945,29.0067982,Goat,Carcass,P,33.4,43.3
166.9340929,30.36601849,50,168.372924,27.94057518,Goat,Carcass,H,38,54.9
167.4220791,43.77787544,50,163.8415149,40.76524568,Goat,Carcass,P,36.6,45.2
166.0940978,37.47232315,50,168.8000702,40.48981413,Goat,Carcass,P,25,45.1
140.8073536,36.98044941,50,150.0484902,40.60966013,Goat,Carcass,H,33.7,51.1
568.8965137,71.60203711,50,531.1593861,69.3096253,Goat,Carcass,H,45,50.2
210.7412007,40.54684477,50,188.2244676,40.26902424,Goat,Carcass,P,30.7,42.8
155.927274,42.74213143,50,189.8862855,43.42614066,Goat,Carcass,P,25,44.1
174.5823408,30.97180206,50,154.6616303,34.34571124,Goat,Carcass,P,25,46.3
139.6117476,34.92483433,50,129.8134627,30.34483913,Goat,Carcass,H,27.6,46.5
149.0596041,36.05055418,50,145.7530308,27.28499265,Goat,Carcass,H,25,49.1
147.9552272,29.67129468,50,130.3299607,27.06789116,Goat,Carcass,H,27.9,48.7
152.7863544,36.31511897,50,170.0912002,32.49139141,Goat,Carcass,P,33.9,41.3
148.0598693,39.8360231,50,135.9213671,37.08675049,Goat,Carcass,H,26.7,48
208.8969345,42.17462452,50,209.4560105,43.79021423,Goat,Carcass,P,32.3,45.8
156.6862366,28.87761052,50,145.4860622,35.81470527,Goat,Carcass,H,25,46.2
215.366203,46.99011369,50,213.0323909,40.26018371,Goat,Carcass,P,33.6,47.6
160.2718766,32.65205695,50,143.1810256,29.23616244,Goat,Carcass,P,32.6,45.1
19.77343756,0.460946959,50,16.70701787,1.582184707,Goat,Carcass,P,25,43.8
141.2779722,37.02647201,50,130.9410286,38.24095001,Goat,Carcass,H,25.6,49
200.2432676,34.32153147,50,194.0330256,33.84295209,Goat,Carcass,P,25.2,42.5
142.9536175,29.54648646,50,138.7980183,25.86994942,Goat,Carcass,H,32.2,47.9
170.5068354,33.20784665,50,146.418142,34.37265748,Goat,Carcass,P,31.1,44.9
157.1827665,38.18489114,50,174.1850142,39.22720756,Goat,Carcass,P,30.1,43.1
140.2778463,29.3680439,50,149.1916958,31.49262551,Goat,Carcass,P,29.1,44.6
184.1763888,43.37242399,50,191.6593057,41.01354986,Goat,Carcass,P,32.8,42.8
156.6317045,35.94114018,50,170.8426234,34.59388238,Goat,Carcass,P,32.1,45.3
140.0647178,22.43650939,50,135.3670015,24.00836829,Goat,Carcass,H,27.1,50.2
162.0115025,30.40565375,50,163.9522727,30.50694892,Goat,Carcass,P,27.2,41.1
187.408696,41.49788529,50,185.9914705,43.63770171,Goat,Carcass,P,30.8,44.6
199.6781593,41.96339665,50,195.6108381,41.98916608,Goat,Carcass,P,30.6,41.6
178.0375602,41.04106399,50,165.2609205,35.93098231,Goat,Carcass,P,41,40.6
192.4967507,37.97192562,50,195.2071375,40.00440355,Goat,Carcass,P,29.5,43.4
149.5691537,32.07547566,50,162.140296,33.0195078,Goat,Carcass,P,31.5,50
180.1599847,33.2335019,50,176.7270056,38.28609286,Goat,Carcass,P,33.2,46
165.3740929,40.41054468,50,173.400012,39.04682137,Goat,Carcass,P,37.5,47.2
158.2941842,34.03189468,50,152.4564102,29.67951491,Goat,Carcass,H,26.1,50.5
160.516381,27.4429151,50,157.4220925,27.14322478,Goat,Carcass,H,37,49.8
171.8726602,41.4455648,50,180.4896382,38.33595498,Goat,Carcass,P,30,46.3
138.9349102,33.37877736,50,146.2031282,31.66554714,Goat,Carcass,H,42.2,47.9
148.4918713,34.52226625,50,131.2069567,37.55221869,Goat,Carcass,H,31.4,50
128.9639858,28.562477,50,115.1711342,32.20422532,Goat,Carcass,H,25,51.2
1142.384227,354.1424672,50,1095.10817,359.4263026,Goat,Carcass,H,59.7,57.5
136.859215,29.076115,50,168.3656487,28.82911605,Goat,Carcass,P,36.7,46.9
143.1019533,32.88440617,50,149.2658353,34.73854604,Goat,Carcass,P,30.2,44.6
134.2329288,25.60615485,50,148.5250728,28.30094436,Goat,Carcass,H,29.3,52.6
163.6874754,30.12819627,50,152.135428,33.23663027,Goat,Carcass,P,33.8,43.8
148.6625513,34.0794501,50,147.4895985,29.60394299,Goat,Carcass,P,28.2,48.5
156.8699796,29.85839648,50,135.6072838,27.46561294,Goat,Carcass,H,28.8,50.3
130.0891585,34.52896259,50,149.047892,32.23131564,Goat,Carcass,P,25,43.5
164.050185,39.53580671,50,190.4094018,40.21461111,Goat,Carcass,P,39.4,42.2
138.9870059,29.94241931,50,165.977728,28.66862022,Goat,Carcass,H,25,47.8
138.5608951,31.66065104,50,160.8130504,36.07392818,Goat,Carcass,P,30.7,42.4
144.1999662,24.98323015,50,131.2173358,24.04626333,Goat,Carcass,P,32,43.9
129.9934002,34.69501792,50,143.1817111,28.4932384,Goat,Carcass,H,29.4,46.7
175.4371059,39.021078,50,180.2543919,39.46677462,Goat,Carcass,P,25,47.1
120.4895441,26.23375308,50,139.1108949,26.14298814,Goat,Carcass,H,25,49.4
157.4727907,37.06576789,50,182.7376542,39.81382309,Goat,Carcass,P,33.1,44.6
1115.066301,356.8064417,50,1113.009405,355.7954063,Goat,Carcass,H,56.5,54
151.1345972,30.61989952,50,145.8911001,35.55549964,Goat,Carcass,P,25,42.6
169.1684576,37.02688738,50,175.8861654,32.34694336,Goat,Carcass,P,32.6,40.1
192.717843,39.14511624,50,174.9621129,37.99162921,Goat,Carcass,P,26.7,47.7
177.7022918,33.61967217,50,166.5315867,33.67702776,Goat,Carcass,H,33.9,46.6
86.98032133,50.25346884,50,91.74895371,48.31796302,Goat,Carcass,P,26.6,40.8
167.1129194,32.48689118,50,155.1496737,35.8722142,Goat,Carcass,P,29.1,47.1
148.2470332,35.53348306,50,136.477,39.9246725,Goat,Carcass,H,29.9,49.8
154.4530938,29.70480594,50,145.6787135,35.88920086,Goat,Carcass,P,25,44.4
180.9256385,35.7092707,50,199.5323204,40.57099115,Goat,Carcass,P,27.1,45.4
154.5898528,33.47921001,50,177.636953,33.63125643,Goat,Carcass,P,29.1,46.4
127.6136048,29.99005501,50,137.1775042,27.5225003,Goat,Carcass,H,25,49.4
153.3248842,30.85842163,50,146.2487015,35.26798295,Goat,Carcass,P,33.5,41.1
157.035606,32.07907932,50,151.8470266,30.14400913,Goat,Carcass,P,28.6,45.7
142.19726,27.578652,50,149.0179131,26.28596526,Goat,Carcass,P,25,45.1
133.2067889,33.92766408,50,134.3560053,30.92309001,Goat,Carcass,H,26.6,51.4
